Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,
Data,1,record,timestamp,"1061086529",s,distance,"428.0",m,heart_rate,"104",bpm,altitude,"494.6",m,cadence,"71",rpm,speed,"0.64",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"494.6",m,enhanced_speed,"0.64",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086530",s,position_lat,"433079190",semicircles,position_long,"1671911426",semicircles,distance,"431.0",m,heart_rate,"104",bpm,altitude,"494.79999999999995",m,cadence,"70",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"494.79999999999995",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086531",s,distance,"431.0",m,heart_rate,"103",bpm,altitude,"494.79999999999995",m,cadence,"70",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"494.79999999999995",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086532",s,distance,"431.0",m,heart_rate,"104",bpm,altitude,"495.0",m,cadence,"70",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"495.0",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086533",s,position_lat,"433079381",semicircles,position_long,"1671911578",semicircles,distance,"431.0",m,heart_rate,"104",bpm,altitude,"495.20000000000005",m,cadence,"70",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"495.20000000000005",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086534",s,distance,"431.0",m,heart_rate,"104",bpm,altitude,"495.4",m,cadence,"70",rpm,speed,"0.64",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"495.4",m,enhanced_speed,"0.64",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086535",s,distance,"434.0",m,heart_rate,"104",bpm,altitude,"495.4",m,cadence,"70",rpm,speed,"0.64",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"495.4",m,enhanced_speed,"0.64",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086536",s,distance,"434.0",m,heart_rate,"104",bpm,altitude,"495.79999999999995",m,cadence,"69",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"495.79999999999995",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086537",s,distance,"434.0",m,heart_rate,"105",bpm,altitude,"496.0",m,cadence,"68",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"496.0",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086538",s,position_lat,"433079649",semicircles,position_long,"1671911273",semicircles,distance,"434.0",m,heart_rate,"105",bpm,altitude,"496.4",m,cadence,"66",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"496.4",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086539",s,distance,"436.0",m,heart_rate,"105",bpm,altitude,"496.4",m,cadence,"66",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"496.4",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086540",s,distance,"436.0",m,heart_rate,"106",bpm,altitude,"496.6",m,cadence,"65",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"496.6",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086541",s,distance,"436.0",m,heart_rate,"106",bpm,altitude,"496.79999999999995",m,cadence,"65",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"496.79999999999995",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086542",s,position_lat,"433079916",semicircles,position_long,"1671911273",semicircles,distance,"436.0",m,heart_rate,"107",bpm,altitude,"496.79999999999995",m,cadence,"65",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"496.79999999999995",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086543",s,distance,"439.0",m,heart_rate,"106",bpm,altitude,"497.0",m,cadence,"65",rpm,speed,"0.66",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"497.0",m,enhanced_speed,"0.66",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086544",s,distance,"439.0",m,heart_rate,"106",bpm,altitude,"497.0",m,cadence,"65",rpm,speed,"0.68",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"497.0",m,enhanced_speed,"0.68",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086545",s,distance,"441.0",m,heart_rate,"105",bpm,altitude,"497.20000000000005",m,cadence,"65",rpm,speed,"0.68",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"497.20000000000005",m,enhanced_speed,"0.68",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086546",s,position_lat,"433080183",semicircles,position_long,"1671911273",semicircles,distance,"441.0",m,heart_rate,"105",bpm,altitude,"497.4",m,cadence,"65",rpm,speed,"0.7",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"497.4",m,enhanced_speed,"0.7",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086547",s,distance,"443.0",m,heart_rate,"105",bpm,altitude,"497.6",m,cadence,"65",rpm,speed,"0.7",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"497.6",m,enhanced_speed,"0.7",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086548",s,position_lat,"433080374",semicircles,position_long,"1671911426",semicircles,distance,"446.0",m,heart_rate,"105",bpm,altitude,"497.79999999999995",m,cadence,"65",rpm,speed,"0.74",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"497.79999999999995",m,enhanced_speed,"0.74",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086549",s,distance,"448.0",m,heart_rate,"104",bpm,altitude,"498.0",m,cadence,"65",rpm,speed,"0.74",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"498.0",m,enhanced_speed,"0.74",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086550",s,position_lat,"433080565",semicircles,position_long,"1671911578",semicircles,distance,"448.0",m,heart_rate,"103",bpm,altitude,"498.20000000000005",m,cadence,"65",rpm,speed,"0.78",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"498.20000000000005",m,enhanced_speed,"0.78",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086551",s,position_lat,"433080641",semicircles,position_long,"1671911884",semicircles,distance,"451.0",m,heart_rate,"103",bpm,altitude,"498.20000000000005",m,cadence,"65",rpm,speed,"0.78",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"498.20000000000005",m,enhanced_speed,"0.78",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086552",s,position_lat,"433080832",semicircles,position_long,"1671912036",semicircles,distance,"451.0",m,heart_rate,"103",bpm,altitude,"498.4",m,cadence,"65",rpm,speed,"0.8",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"498.4",m,enhanced_speed,"0.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086553",s,distance,"453.0",m,heart_rate,"102",bpm,altitude,"498.6",m,cadence,"65",rpm,speed,"0.8",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"498.6",m,enhanced_speed,"0.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086554",s,position_lat,"433081099",semicircles,position_long,"1671912342",semicircles,distance,"453.0",m,heart_rate,"102",bpm,altitude,"498.79999999999995",m,cadence,"65",rpm,speed,"0.8",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"498.79999999999995",m,enhanced_speed,"0.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086555",s,distance,"456.0",m,altitude,"498.79999999999995",m,cadence,"65",rpm,speed,"0.8",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"498.79999999999995",m,enhanced_speed,"0.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086556",s,position_lat,"433081290",semicircles,position_long,"1671912494",semicircles,distance,"456.0",m,heart_rate,"101",bpm,altitude,"499.20000000000005",m,cadence,"65",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"499.20000000000005",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086557",s,distance,"458.0",m,altitude,"499.4",m,cadence,"65",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"499.4",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086558",s,position_lat,"433081443",semicircles,position_long,"1671912800",semicircles,distance,"458.0",m,heart_rate,"102",bpm,altitude,"499.6",m,cadence,"64",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"499.6",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086559",s,distance,"458.0",m,altitude,"499.6",m,cadence,"63",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"499.6",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086560",s,position_lat,"433081672",semicircles,position_long,"1671912800",semicircles,distance,"458.0",m,heart_rate,"103",bpm,altitude,"499.6",m,cadence,"63",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"499.6",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086561",s,distance,"458.0",m,altitude,"499.6",m,cadence,"63",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"499.6",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086562",s,distance,"458.0",m,heart_rate,"101",bpm,altitude,"499.79999999999995",m,cadence,"63",rpm,speed,"0.82",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"499.79999999999995",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086563",s,distance,"460.0",m,altitude,"499.79999999999995",m,cadence,"63",rpm,speed,"0.82",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"499.79999999999995",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086564",s,distance,"460.0",m,heart_rate,"100",bpm,altitude,"500.0",m,cadence,"63",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"500.0",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086565",s,distance,"463.0",m,altitude,"500.20000000000005",m,cadence,"63",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.16",m/s,enhanced_altitude,"500.20000000000005",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086566",s,position_lat,"433081901",semicircles,position_long,"1671912953",semicircles,distance,"463.0",m,heart_rate,"101",bpm,altitude,"500.20000000000005",m,cadence,"63",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"500.20000000000005",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086567",s,distance,"467.0",m,altitude,"500.4",m,cadence,"63",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"500.4",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086568",s,position_lat,"433082168",semicircles,position_long,"1671913105",semicircles,distance,"467.0",m,heart_rate,"101",bpm,altitude,"500.4",m,cadence,"63",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"500.4",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086569",s,distance,"467.0",m,altitude,"500.6",m,cadence,"63",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"500.6",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086570",s,position_lat,"433082512",semicircles,position_long,"1671913411",semicircles,distance,"467.0",m,heart_rate,"102",bpm,altitude,"500.79999999999995",m,cadence,"63",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"500.79999999999995",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086571",s,distance,"467.0",m,altitude,"500.79999999999995",m,cadence,"63",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"500.79999999999995",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086572",s,distance,"467.0",m,heart_rate,"103",bpm,altitude,"501.0",m,cadence,"64",rpm,speed,"0.82",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"501.0",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086573",s,distance,"470.0",m,altitude,"501.4",m,cadence,"68",rpm,speed,"0.82",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"501.4",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086574",s,distance,"470.0",m,heart_rate,"101",bpm,altitude,"501.4",m,cadence,"68",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.14",m/s,enhanced_altitude,"501.4",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061086575",s,distance,"470.0",m,altitude,"501.4",m,cadence,"68",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"501.4",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086576",s,position_lat,"433082626",semicircles,position_long,"1671913716",semicircles,distance,"470.0",m,heart_rate,"99",bpm,altitude,"501.6",m,cadence,"68",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"501.6",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086577",s,distance,"472.0",m,heart_rate,"99",bpm,altitude,"501.6",m,cadence,"69",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"501.6",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086578",s,distance,"472.0",m,heart_rate,"100",bpm,altitude,"501.6",m,cadence,"70",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"501.6",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086579",s,distance,"472.0",m,heart_rate,"98",bpm,altitude,"501.6",m,cadence,"72",rpm,speed,"0.84",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"501.6",m,enhanced_speed,"0.84",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086580",s,position_lat,"433082855",semicircles,position_long,"1671913869",semicircles,distance,"472.0",m,heart_rate,"96",bpm,altitude,"501.79999999999995",m,cadence,"72",rpm,speed,"0.82",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"501.79999999999995",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086581",s,distance,"472.0",m,heart_rate,"97",bpm,altitude,"502.0",m,cadence,"73",rpm,speed,"0.82",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"502.0",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086582",s,distance,"472.0",m,heart_rate,"98",bpm,altitude,"502.20000000000005",m,cadence,"74",rpm,speed,"0.76",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"502.20000000000005",m,enhanced_speed,"0.76",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086583",s,distance,"472.0",m,heart_rate,"98",bpm,altitude,"502.6",m,cadence,"74",rpm,speed,"0.76",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"502.6",m,enhanced_speed,"0.76",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086584",s,distance,"474.0",m,heart_rate,"98",bpm,altitude,"502.6",m,cadence,"74",rpm,speed,"0.74",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"502.6",m,enhanced_speed,"0.74",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086585",s,distance,"474.0",m,heart_rate,"98",bpm,altitude,"502.6",m,cadence,"73",rpm,speed,"0.74",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"502.6",m,enhanced_speed,"0.74",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086586",s,distance,"476.0",m,heart_rate,"99",bpm,altitude,"502.79999999999995",m,cadence,"73",rpm,speed,"0.78",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"502.79999999999995",m,enhanced_speed,"0.78",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086587",s,position_lat,"433083046",semicircles,position_long,"1671914022",semicircles,distance,"476.0",m,heart_rate,"98",bpm,altitude,"503.0",m,cadence,"69",rpm,speed,"0.78",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"503.0",m,enhanced_speed,"0.78",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086588",s,distance,"478.0",m,heart_rate,"97",bpm,altitude,"503.20000000000005",m,cadence,"69",rpm,speed,"0.8",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"503.20000000000005",m,enhanced_speed,"0.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086589",s,position_lat,"433083237",semicircles,position_long,"1671914174",semicircles,distance,"478.0",m,heart_rate,"98",bpm,altitude,"503.20000000000005",m,cadence,"70",rpm,speed,"0.8",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"503.20000000000005",m,enhanced_speed,"0.8",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086590",s,distance,"481.0",m,heart_rate,"97",bpm,altitude,"503.6",m,cadence,"70",rpm,speed,"0.82",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"503.6",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086591",s,position_lat,"433083428",semicircles,position_long,"1671914022",semicircles,distance,"481.0",m,heart_rate,"97",bpm,altitude,"503.6",m,cadence,"70",rpm,speed,"0.82",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"503.6",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061086592",s,distance,"485.0",m,heart_rate,"96",bpm,altitude,"503.79999999999995",m,cadence,"69",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"503.79999999999995",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061086593",s,position_lat,"433083581",semicircles,position_long,"1671913716",semicircles,distance,"485.0",m,heart_rate,"97",bpm,altitude,"504.0",m,cadence,"67",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"504.0",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
